layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.0006117026011149122,0.0005788438849978989,-0.0003755225075615769,-0.0009517172972361263,-0.00015569561057620312,-0.0004466308487786189,-0.0017851259973314065,0.0003235836823781356,0.0005563033951653386,-0.0008131497436099583,0.002522733476426866,-0.000308354695638019,-0.0004907614654964889,-0.00020611948437160868,-0.001659817165798611,0.0005480183495415586,0.0002849681509865653,-2.9042363166810878e-05,0.00020741174618403512,-5.827016300625104e-05,2.201398213704463e-05,-0.00024284753534529102,-0.002873155805799695,-0.001535952091217042,0.0016602012846204971,-8.697311083475053e-05,-0.005232916937934028,0.0020689931180742065,0.0012453397115071614,-0.0036453670925564235,0.0023029380374484593,0.0001796446740627292,-0.0011640787124633796,-9.07596614625672e-05,-0.00881301032172309,-0.001670908596780565,0.00024837255477905225,2.1142720167214673e-08,0.0007327563232845744,0.00024234255154927909,0.0005528893735673694,-0.0006503959496815966,-0.0007499655087788907,0.00031818283928765155,-0.0013944241735670295,-0.000727501180436877,0.0007161978218290538,0.0004970497555202897,-5.479819244808669e-05,0.000547596149974398,-0.00012840496169196425,0.00043765455484390644,0.0002442730797661658,0.00046268436643812365,5.26375240749783e-05,-0.0012493116988076109,0.00022325250837537967,6.580725312233774e-05,0.0005485233333375722,-3.102256192101368e-05,-0.0007564276456832915,-5.705157915751007e-05,-0.00033419662051730554,-0.001372224754757349
1,9.209952420657167e-06,-0.0003516127665837581,2.4115045865407916e-06,-1.4552225669224075e-05,1.8108985386786924e-05,-0.00040092960827881264,8.853762927982292e-05,-0.00010042399581935659,1.6741609821718463e-05,0.0001353397965431249,-3.5915937688612355e-05,6.850043104754352e-05,1.4674746327926548e-05,-2.3719130290877884e-05,-4.105849398507035e-05,0.00010195581449402853,-0.0009915187127060349,0.000259391549560756,1.0079393784206682e-05,-2.1800062515672026e-05,0.00011875118232435123,-0.00011341791186067707,-0.00018694510476456624,8.202344179153368e-05,0.0001671397023730626,-0.0001392340701487335,-9.170914482739423e-05,-3.1343350807828765e-05,-7.804069254133437e-05,-9.777580594850606e-06,-4.503909601933176e-05,-1.4902131321530767e-05,8.24096302191563e-06,0.0021164019902547206,-2.367334026429422e-05,-5.422366989994543e-07,4.112761881616116e-05,3.226023788253818e-06,-4.96224189798289e-06,3.82394840319998e-05,-0.000609110006027752,6.241930855644688e-06,-0.00012832217746310763,0.00017523191248377154,-0.0001912735299103775,-0.0005056791835361035,7.241824641824015e-05,-0.00015427679237392083,-2.6943162083628318e-05,2.4712334076562255e-05,8.336454629897787e-05,-5.611446168687849e-05,-5.862696303261667e-05,6.661026014223653e-06,0.0008000785277949463,-2.1012292967905213e-05,-7.458041525549287e-05,-7.52291331688574e-05,0.1212276882595486,0.060314986440870494,-0.00013953074812889232,-0.00011442353328069097,0.0032698379622565304,0.009131279256608742
2,0.008744312139848867,-0.00015463079843256526,0.00021182704302999872,2.662837505340492e-05,0.0018050432619121347,-0.00020675402548578432,4.319295597572672e-05,-0.00044138501915666966,0.0005697065239979228,0.004862748914294771,8.961666996280511e-05,-9.858442677391694e-05,0.0022167008784082214,-0.0006597683661513867,8.497345778677351e-05,0.010727564493815104,0.001442799965540568,0.0015083683861626522,0.0001868208249409993,5.7564220494695e-05,0.0004487302568223741,0.00017244617144267064,0.0002364847395155193,-0.0009542041354709201,0.0018404250343640668,0.00041151116602122594,-0.0001941121493776618,0.00010195540057287905,0.00013593667083316356,-0.00011859999762641128,-0.0015798840257856578,-0.0009353690677218969,0.00010891962382528729,-0.0028741955757141113,0.0006940864647428206,-0.00021937851690583836,-0.00014856954415639882,-0.00017717439267370737,0.00032019108119937914,-0.00013879202823671944,0.0007022470235824589,-0.00047174758381314497,0.0031916168000963,-0.0003117157353295214,-2.0604994561934373e-05,-4.1620598898992564e-05,-1.3334055741628474e-05,0.00048480886552068896,3.3984012487859934e-05,0.0037140773816241182,9.467256151967447e-05,-3.250548616051922e-06,-0.00022417213767767102,-2.7117629845934375e-05,4.02870096473222e-05,0.0001467015180322898,0.002476125955581666,0.007998118797938028,0.000401722060309516,-0.0007209528444541859,2.3723993864321502e-05,-0.0005103647708892829,0.0021647546026441794,-0.00040902031792534725
3,7.2502479371096e-05,0.00032373331487178954,0.00011382997035980382,1.56760215759279e-05,0.02884539630677965,-0.00018892426871591186,0.0016140287948979279,0.002126340236928725,0.003413332833184136,-0.00013109213776058394,0.0001927647325727691,0.0005484554502699134,0.0008040799034966376,0.0003180975715319338,0.0006936921013726134,0.0004704313145743532,8.786749094724711e-05,-0.0006644129753112794,-0.0001535125904613092,-0.002755956517325509,0.0008524134755134532,0.00038595021598868633,-0.0003185351896617188,-1.7878702945179472e-05,1.3030237621718745e-06,-0.0006211267577277302,-0.00038529270225100954,7.928618126445294e-05,0.00038236710760328543,5.180916438499901e-05,0.00028576908840073883,-9.666321178277814e-05,-0.0009237577517827358,-1.4098516354957062e-05,0.0006446568295359633,-0.00012936712139182557,-9.484749494327435e-05,0.0001145648614813822,0.00011609691298669969,1.766367091072616e-05,-5.826354026794477e-05,0.000236086961295867,0.0018257415956921031,0.000721659097406597,0.0007474143058061604,0.0007334503655632373,0.0016885989656051043,9.934003982279001e-05,0.0006017299989859352,0.006831741167439353,0.0008268223868476026,0.0003479421138763434,0.0012337444350123412,0.006724410586886936,0.0027412838406032985,0.008330145643817056,-0.00032911139229933645,0.0002687427525718982,-7.205109836327195e-05,3.918798433409646e-05,5.699776940875458e-05,-0.00042221964233451565,0.00022814257277383574,0.00010191773374874943
4,0.00047823869519763717,0.0001287791464063875,-0.0004263265679279991,0.0002059868743850126,6.328802555799962e-06,6.4823155601877214e-06,0.0002920002573066304,-0.00010705677171548354,0.0024422622389263585,7.435788090029908e-05,3.8483076625400006e-05,0.0005127600808110511,-6.423062748379306e-05,6.09644016043989e-05,0.000123115747960078,6.951350304815009e-05,-5.0920786129100774e-05,0.0007381836573282878,0.00013622579475243673,-0.00011007767170666774,0.001712825563218859,0.001874857478671605,-7.977419429355087e-05,0.00019041697184244896,0.000908722480138147,0.0003636909855736637,0.0003506754421525574,7.53507613100931e-05,0.00012420091985000092,0.00041074719693925797,0.0005937319041954134,1.6927654441031185e-05,0.0020574894216325527,-0.00015005790111091743,-0.0003174025979306705,0.00020508188754320305,4.2555025882187135e-05,-0.00014556458012925796,-9.549173733426713e-06,-4.478404298424068e-05,0.0006815501385264932,-4.1641708877346407e-05,0.000614762306213379,0.0018833610746595603,0.00013182922783824767,0.0006793659801284436,0.0009649462170071075,0.00015672503246201482,0.002451495616696777,0.0004945662286546504,0.0013668851719962018,0.0010031163692474053,7.262944968214215e-06,-0.009652316570281982,0.06523079342312282,0.08016294240951538,0.00253544913397895,0.0004901716278659016,0.010399311780929565,-0.00047187341584099894,0.00061986843744914,0.0005333576247923947,-6.611693081342683e-05,0.0004217442539003171
5,0.0004480136558413493,0.003978010680940416,0.0007870988920331028,-0.0012610356012980153,5.4732378986149704e-05,0.001656002468532986,-0.00036962495909797306,0.00013508249281180581,0.004958298471238878,0.034471087985568576,0.00022803743680318192,0.0045575300852457685,0.0003823538621266734,0.003068566322326661,0.0011803574032253701,0.0026295337205131937,-0.0008167112246155726,-0.0008159702022870317,-5.923418535126832e-05,6.794774283946827e-07,0.0009232577350404545,-0.0003506555739376287,5.39173165129273e-05,-0.0006213442991591134,0.00263863636387719,0.00045983255323436633,0.0012825959258609364,0.0007607804404364695,0.0031739638911353232,-0.0003349383672078457,0.002204540909992326,0.0007444843649864236,0.00047569287319979014,7.117477556069949e-05,0.001031961705949571,0.00022215603126419083,1.3060738436048384e-05,0.0001033209264278366,0.000593781885173586,0.00044579183061917274,0.08193096849653456,0.00123428056637447,0.003897899037433981,0.011321759317070227,0.10663604736328125,0.00396354667221507,0.15446496340963575,0.021063951982392196,0.00027291942387819306,0.00010102645804484902,0.0001047911743322992,0.000540285060803098,0.00042109356986152016,0.00015832659684949618,0.00015045552411013137,-1.078424975275945e-05,0.0048624366107914195,0.00036851616783274254,4.0876963693229796e-05,0.0022294736570782126,-0.00011370248264737267,0.00038254674937990377,-0.00014066158069504068,6.305364271000514e-06
6,0.0009761651357014993,-9.749250279532762e-05,-5.821800894207197e-05,-0.0009129842122395829,0.00012468132707807726,-0.00044932630327012754,4.4551160600450345e-05,-0.0011802514394124348,0.0006644692685869035,0.0012350512875451004,-8.102982408470823e-05,1.9431088326705556e-05,2.3212930601503437e-05,-0.0003648240947061115,0.00011412939056753836,-1.0498437202633961e-05,6.737435857454908e-05,0.00011192645049756415,0.00019736826005909236,0.0001587503486209436,0.00016950319210688345,0.000263856516944037,-6.75745929280891e-05,0.0001726812786526146,0.05705981784396701,0.0004371485362450226,0.0009172550506061995,0.0001725301974349543,0.00018844732807742965,0.0004633880323833846,-4.7264206740595163e-05,0.010848240719901188,0.00036294923888312937,0.012779843890004682,0.00041801399654812935,-0.014008707470364042,0.00046289991587397634,0.0286862055460612,-0.000819961229960126,0.0007696052392323698,4.636496305465802e-05,-0.00022876586040689113,0.0007121277352174087,0.0024625228510962594,-0.00010867233181165727,0.00016772519383165548,1.9989907741545977e-05,-0.0007547082172499754,4.307428995768229e-05,-0.00022387763278351296,-0.0007843569748931529,-0.0004176563686794705,-0.00021357461810111856,6.189052429463727e-05,-0.0009685998989476177,5.491822957992431e-05,-0.00015815955379770477,8.421660297447319e-05,0.000233014217681358,-0.00013294816017150868,0.0007222584552235053,-0.00023148089854253538,-4.9857590864931636e-05,-0.00048095650143093545
7,0.028888764894670904,0.03790753831466039,0.0039325068808264176,0.0021652281284332275,0.1149485210577647,7.484356562296952e-05,-0.005399892727533979,0.008471046884854635,2.250696221987203e-05,-7.752039366298414e-05,-3.756003247367118e-05,4.2424951162596526e-05,0.0006257825427585205,-0.0008791178050968373,0.00011057655016581181,-0.0010162724388970263,0.011459536022610135,0.00043238492475615545,0.0034337093432744337,-0.002564509709676107,-0.001883815973997116,0.002679537309126726,-0.004671653111775716,0.00040083792474535036,0.0064970262659092785,0.007898330688476562,0.01181034826570086,0.017219062480661598,0.00036422411600748906,0.0011885046131081185,0.0009288489818573132,0.02821251708600257,0.006054342517422289,0.04278290271759033,0.0017933117018805464,-0.017259279886881515,0.026170968802438847,-0.002584894498189298,0.0031587963846201553,-0.00899876488579644,0.00020570639106962772,0.000134951538509792,-4.319639669523916e-05,0.00010877609666850601,-8.039828389882605e-05,-9.660464194085591e-05,0.003131031990051271,-8.620528711213608e-06,-0.00018802016145652898,0.00037786695692275016,0.0006093051698472767,0.0028916729821099204,0.0005489991356929178,-2.4234048194355928e-05,-0.00024580712326699,1.1147931218147332e-05,-2.8804190353378016e-05,-0.0005265609878632757,-0.00020196702745225623,0.003357258107927111,-0.0009065005514356796,5.3711959885234e-06,-0.002300795581605699,9.452137682172692e-05
8,-0.011289222372902764,0.0006323953469594316,0.001783293982346855,0.0010497089889314453,0.0004386591414610638,-0.0003573170138729939,0.00026350468397140525,0.00031470253856645883,4.534425938294956e-05,5.000891784826234e-06,-0.0001108249028523762,-0.0002083446209629352,0.0004630167451169769,2.9807237701284635e-05,0.0012658557130230854,0.0007627498772409209,0.00018963217735290676,0.0003632340166303856,0.0004896889958116751,0.0007187922795613604,0.000519295533498129,-0.00019699252314037827,-0.0004681609570980076,0.00017706987758477362,-3.274794047077464e-05,-1.806807186868846e-05,4.038805814666772e-05,-6.692101144128251e-05,0.00035767360693878995,1.0967254638671872e-05,1.7465732526030617e-05,0.0008885463078816732,0.0002546252217143783,0.0016943895154529157,-0.0004231344080633627,-1.816948254903388e-05,0.0003363266587257405,0.0024086220396889613,6.595253944397086e-05,0.0012667973836263024,-0.00019643424699702922,0.0004663231472174414,-5.029390255609933e-05,0.014305704169803195,0.0006598672415647275,7.119195328818387e-05,0.0006714689338372828,-0.000816663727164275,-3.914700614081374e-05,-3.564595762226219e-05,9.667412895289473e-06,0.004502508375379775,0.0018046961890326614,0.0011337167686886291,0.005411490797996525,9.802346014313614e-05,0.00040868007474475593,4.4198913706672124e-05,-0.0017500494917233808,0.0020837295386526324,0.0004391051414940101,-0.001920025381777019,-0.0004814020875427376,1.610736621336743e-05
9,-7.198895845148557e-05,-0.0028214835458331626,-0.00012478128903442527,-9.456276893616147e-05,-0.0001835628516144257,-0.00046933690706889335,-0.002651341259479525,0.0009465449386172824,0.0016339129457870998,0.0038800487915674853,0.00025792337126202244,0.00010750685921973869,-0.0002861184378465069,-0.006723968519104852,-0.0025737384955088287,0.0010462272912263827,3.638819584416084e-05,-0.00033452113469442245,0.001316612793339624,5.537168019347658e-05,-0.00029083879457579293,-8.381802278260626e-05,4.32456533114101e-05,0.00010526739060878804,0.04551567633946737,-0.01005373067326016,0.00027149118896987914,0.0006732722330424404,-0.0010841886202494298,0.004805617862277566,0.0011352083335320203,0.006143225563897029,-2.193828954156111e-06,0.00034360152979691794,0.00010191876855161389,0.0005077703131569753,0.0006528304268916431,-4.5472859508471944e-06,-5.344322158231021e-05,0.00011345288819736876,0.00048344282226430265,-0.01441894637213813,0.0001439919902218661,5.252038439114613e-05,0.0002476333433555268,0.00014886922306484965,-0.0001177933687965066,0.0003879339330726191,0.0008824703594048809,0.0010869995587401904,0.00011706093533171545,-0.0026139492789904284,-0.0007583180235491876,0.00018989243027236696,0.000639768627782666,-0.00086625499857797,0.0014081117179658657,8.798721763822459e-05,-0.00031680831064780573,-0.0015147717462645613,0.001248045927948421,-0.030137999190224543,-0.0013341067565812003,0.0009001791477203369
