layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,-0.0045502980550130336,0.0030644734700520835,-0.008466084798177084,-0.009579976399739584,-0.0062362353006999,0.006070454915364583,0.004042307535807283,0.00368499755859375,-0.000457763671875,0.007976214090983083,0.0019582112630208335,-0.008977254231770834,0.005861282348632817,0.0013173421223958333,-0.0026448567708333335,0.0088348388671875,-0.0035400390625,-0.004343668619791667,0.006062825520833333,0.0009250640869140665,-0.0009053548177083334,-0.00385348002115885,0.0085601806640625,0.0020847320556640664,-0.00250244140625,0.002540588378906267,-0.00177001953125,-0.008748372395833334,-0.00445556640625,0.0010108947753906335,-0.0023295084635416665,-0.011444091796875,-0.0005340576171875,0.0008036295572916666,-0.0015665690104166667,-0.006184895833333333,-0.006312052408854167,-0.007904052734375,-0.0011246999104817666,0.00258763631184895
1,-0.013193766276041666,0.012715657552083334,-0.014668782552083334,0.002983729044596367,-0.0017954508463541667,0.007405598958333333,-0.00128809611002605,1.1011958122253418e-05,0.0007747014363606499,-0.00040435791015625,-0.004964192708333333,-0.01275634765625,0.0025056203206380166,-0.009419759114583334,0.0031805038452148667,0.0027987162272135498,0.0028525988260905,2.7097761631011963e-05,0.00469970703125,-0.0052490234375,0.00201416015625,0.0012003580729166667,-0.022684733072916668,0.0015309651692708333,0.014027913411458334,-0.031026204427083332,0.041020711263020836,-1.836816469828288e-05,-5.920355518657914e-05,0.00015981992085773488,0.01073455810546875,0.005299886067708333,-0.021240234375,0.0038032531738281332,-9.663899739583333e-05,0.0014826456705729167,-0.0025126139322916665,0.017878214518229168,-0.0010172526041666667,0.005472819010416667
2,-0.0005836486816406167,0.0020904541015625,0.009653727213541666,-0.006902058919270833,0.0011297861735026,-0.0010185241699218665,-0.007832845052083334,0.014119466145833334,-0.0011246999104817833,-0.0151214599609375,0.0019747416178385333,0.017458597819010418,0.0006141662597656167,-0.004564921061197917,-0.035359700520833336,0.0019745826721191666,0.00014114379882811665,-0.008730570475260416,0.000274658203125,0.003326416015625,-0.0005856355031331381,0.0016752878824869831,0.0011387666066487666,-0.024678548177083332,0.0162817637125651,-0.0019124348958333333,-0.008961995442708334,-0.00174713134765625,-0.00018056233723958334,0.0010936260223388657,-0.0010032653808593835,-0.01385498046875,0.005327860514322917,-0.005452473958333333,-0.01336669921875,0.020250956217447918,-0.00760650634765625,0.0045166015625,0.03631114959716798,-0.012899716695149749
3,0.00010101000467938491,-0.00945281982421875,-0.025553385416666668,0.0022799173990885333,-0.00107574462890625,0.00080108642578125,0.010672251383463532,-0.018862406412760418,-0.050048828125,-0.014048258463541666,0.0007931391398111999,0.00495147705078125,0.0011749267578125,0.0006252924601236834,0.01262664794921875,-0.0001866022745768,-0.0032132466634114663,-0.007044474283854167,-8.392333984375e-05,0.000274658203125,-0.0009918212890625,-0.0025787353515625,-0.0069580078125,-0.00201416015625,0.005612691243489583,0.003257115681966117,0.0044420560201009,-0.008112589518229166,0.0008188883463541666,0.00101470947265625,-0.006825764973958333,0.010587056477864584,-0.016621907552083332,0.005769729614257817,0.0491943359375,-0.00101470947265625,0.004974365234375,0.0045623779296875,-0.007573445638020833,0.0074462890625
4,-0.0025533040364583335,-0.0040283203125,-0.0016276041666666667,0.0005950927734375,-0.004206339518229167,0.006490071614583333,0.00482177734375,0.0031077067057291665,0.0034523010253906168,0.00555419921875,-0.00131988525390625,0.00021632512410483336,0.013721783955891917,0.0013885498046875,-0.0024007161458333335,-0.022623697916666668,-0.013478597005208334,-0.009033203125,-0.007609049479166667,-0.002685546875,0.006102879842122383,0.004572868347167966,0.006815592447916667,0.005376180013020833,0.006497224171956366,0.008215586344401034,0.013264973958333334,0.020263671875,0.012064615885416666,0.033121744791666664,0.0037256876627604165,-0.043863932291666664,0.0029010772705078164,0.0070018768310547005,-0.007303873697916667,0.0015004475911458333,-0.00042724609375,0.017751057942708332,0.0013561248779296999,0.004854838053385417
5,-0.0006039937337239499,2.310673395793216e-05,-0.00015767415364583334,-0.0015233357747395833,-0.0006861686706542969,-0.0033162434895833335,-0.0007311503092447833,-0.00238037109375,-0.0012308756510416667,-0.0017725626627604167,-0.0015763441721598223,-0.00537872314453125,-0.0006027221679687332,-0.00750287373860675,-0.001824696858723933,-0.0017954508463541667,-0.0005594889322916666,-0.007700602213541667,-0.0024617513020833335,-0.0028737386067708335,-0.00139617919921875,-0.0037638346354166665,-0.0006256103515625,-0.0013949076334635333,-0.0006726582845052167,-0.005009969075520833,-0.00013701121012368333,5.022684733072707e-05,-0.00011285146077471663,-0.0004564921061198,0.0002749760945638167,0.0022703806559244834,0.0026969909667968668,0.002368609110514333,0.0003383954366048073,-2.3523966471349973e-05,-1.3351440429683307e-05,0.0004018147786458333,-0.0013987223307291667,-0.005964914957682283
6,-0.008961995442708334,-0.0026524861653645835,-0.0027058919270833335,-0.006037394205729167,0.0033747355143229165,0.0006437301635742334,-0.006601969401041667,-0.009246826171875,-0.010279337565104166,-0.00665283203125,-0.0020090738932291665,-0.0018717447916666667,-0.0020472208658854165,-0.0020345052083333335,0.0007769266764322833,-0.00598907470703125,-0.014058430989583334,-0.00396728515625,-0.0018145243326823,-0.0026092529296875,-0.0030721028645833335,-0.020782470703125,-0.0022735595703125,-0.004071553548177083,-0.008082071940104166,-0.0021209716796875,-0.0016581217447916667,-0.004648844401041667,-0.0038706461588541665,-0.000946044921875,-0.0018819173177083333,-0.00140380859375,-0.0014991760253906165,-0.00853729248046875,-0.003173828125,-0.0028788248697916665,-9.020169576004958e-06,-0.00012509028116863334,-0.0033925374348958335,-0.004002888997395833
7,-0.0025227864583333335,-0.0026613871256510498,-0.00080108642578125,-0.0030008951822916665,-0.0011469523111979167,-0.0032806396484375,-0.00238037109375,-0.0026092529296875,-0.0029449462890625,-0.0038350423177083335,-0.0042572021484375,0.0014813741048177,-0.00254058837890625,-0.0002772013346354167,-0.0019251505533854167,-0.0016225179036458333,2.6067097981800035e-05,-0.0014495849609375,-0.0010019938151041667,0.0012389818827311166,-0.009999593098958334,-0.005605061848958333,-0.0008722941080729166,-0.0036417643229166665,-0.0013580322265625,-0.00074005126953125,-0.00023396809895833334,-0.0022074381510416665,0.00028324127197266666,0.0005772908528645834,-0.0005149841308593667,-0.0019963582356770835,-0.0014457702636718665,0.01116323471069335,-0.0005925496419270834,0.0011850992838541667,-0.014628092447916666,0.0007286071777343833,-0.008940378824869784,-0.010325113932291666
8,6.771087646483958e-05,0.0006585121154785,0.0001843770345052167,-0.00402069091796875,0.0006387233734130776,-0.010752360026041666,-0.00013780593872073335,-0.00408935546875,0.0004949569702148333,-0.0004870096842447833,-0.0023193359375,-0.0023295084635416665,-0.0033721923828125,0.00254185994466145,-0.011962890625,-0.00023269653320311662,0.0002950032552083333,0.00286865234375,0.0008106231689453167,-0.0001843770345052,-0.0018590291341145833,-0.00420379638671875,-0.0007883707682291666,-0.005912303924560547,-0.0024668375651041665,-7.994969685870726e-05,0.0046434402465820165,0.0011863708496093835,-0.00012079874674476665,0.00029697020848590874,-7.62939453125e-06,-3.123283386229322e-05,-0.0011905034383138,-0.00030453999837238335,-0.0023193359375,-0.0017598470052083333,-0.00135040283203125,-0.0025787353515625,-0.01446533203125,-0.00102996826171875
9,-0.0010299682617187333,-0.00323486328125,-0.0036366780598958335,-0.001764535903930664,-0.0024566650390625,-0.0011100769042968665,-0.0002800623575846167,-0.0033392906188965,-1.4225641886390122e-05,-0.0011469523111979167,-0.003621101379394517,-0.007863362630208334,-0.00011189778645833333,0.0010735988616943275,-0.002532958984375,-0.0012257893880208333,-0.00254058837890625,0.0005291302998860667,0.0002616246541341167,-0.0030721028645833335,-0.00046730041503905,-0.0004870096842447833,0.0017910003662109334,-9.822845458983334e-05,-0.0020497639973958335,-0.00023905436197916666,-0.0037600199381510337,0.0031585693359375,5.594889322918333e-05,-0.0011342366536458166,-0.0028076171875,-0.00024159749348958334,-0.0025380452473958335,-0.005823771158854167,-0.00112152099609375,0.00188318888346355,0.00192817052205405,0.0049591064453125,0.0013722578684489015,0.008341471354166666
10,0.004127184549967466,0.0007642110188802167,-0.0012219746907552,-0.0012760162353515666,-0.016377766927083332,-0.0006980895996093667,0.0004844665527343834,-0.0016492207845052,-0.0017191569010416667,5.213419596355001e-05,0.0021829605102539062,0.0028797785441080667,0.004552205403645833,0.0008939107259114499,0.0006647109985351333,-0.005284627278645833,0.00043058395385741667,0.0007339318593343167,0.0015098253885904719,0.0007485946019490352,-0.0028966267903645835,-0.005826314290364583,-0.00011952718098958333,-0.004460652669270833,-0.0001220703125,0.00032234191894533337,-0.00428009033203125,-0.00015004475911458334,0.0069580078125,-0.00023396809895833334,-0.0008551279703776166,-0.0008290608723958334,-0.0003814697265625,-0.00027592976888019997,-0.0010164578755696501,-0.007181803385416667,-0.00070889790852865,-0.017191569010416668,-0.00038433074951171674,-0.0010096232096354167
11,-0.0009670257568359333,-0.0010337829589843665,-0.0007336934407551999,-6.866455078125e-05,-0.0004182259241739825,0.0004310210545857554,0.0033817291259765664,-0.00026893615722655,0.0037644704182942836,0.0010116100311279297,-0.00106048583984375,-0.0004158020019531167,-0.00060272216796875,-0.008270263671875,-0.003143310546875,0.0006999969482421667,0.011136372884114584,0.11089070638020833,-0.0011685689290364667,0.004859288533528666,-0.0003026326497395833,-0.00472386678059895,0.00018183390299479998,-0.0004119873046875,-0.0010655721028645833,-0.002471923828125,-0.0010414123535156165,-0.00118255615234375,-0.00010116895039875052,0.0003270705540974747,-0.0184478759765625,-0.008013407389322916,-0.0003471374511718666,-0.0015994707743326668,-0.003358761469523112,-0.0062255859375,-0.0011927286783854167,-0.0011100769042968835,-0.0035858154296875,-0.006805419921875
12,-0.0010325113932291667,-0.0009969075520833168,-0.00013244152069092217,-0.012339274088541666,-0.0025507609049479165,-0.0015703837076822833,-0.0005633036295572833,5.690256754558329e-05,0.0007108052571614499,-0.01197052001953125,-0.0013386408487955834,0.0006278355916341168,0.0019315083821614667,-0.0009256998697916666,0.00033251444498699897,-0.007568359375,0.00113550821940105,0.0019537607828776166,0.0043627421061198,0.00018469492594403337,0.0025264422098795667,0.0009244283040364667,-0.00023969014485676664,0.0035502115885416665,0.0006653865178425899,0.00022609407703078746,0.0014059146245320533,-0.00064849853515625,6.592273712159245e-05,0.0003453890482584166,-0.0004119873046875,0.0006548563639323001,-0.00310516357421875,-0.0017852783203125,-0.005564371744791667,0.0002148946126302,0.0009107589721679834,-0.0029493172963460327,8.138020833331663e-05,-0.0037994384765625
