layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,-0.009783426920572916,0.01207733154296875,-0.018503824869791668,-0.024190266927083332,-0.018093109130859385,-0.13035074869791666,0.0027008056640625,-0.123779296875,-0.0055408477783202995,-0.12797037760416666,0.00560760498046875,0.0027898152669270666,-0.006276448567708333,0.05028470357259115,-0.02191734313964845,-0.025553385416666668,-0.018310546875,0.004862467447916667,-0.027425130208333332,-0.013295491536458334,-0.006815592447916667,-0.006927490234375,-0.018999735514322918,-0.0299072265625,-0.038798014322916664,-0.02353541056315105,-0.08619181315104167,-0.0035549799601237004,-0.008959134419759117,-0.0012103716532389332,-0.044677734375,-0.060862223307291664,-0.05783843994140625,-0.007741292317708333,-0.02532958984375,-0.0014241536458333333,-0.0430908203125,-0.019490559895833332,-0.0033671061197916665,-0.0262451171875
1,-0.0012156168619791667,-0.006122589111328117,-0.0031700134277343832,-0.016306559244791668,-0.02459716796875,-0.008021036783854166,-0.0445556640625,-0.10872395833333333,-0.0001277526219685987,-0.10563151041666667,0.00290679931640625,-0.0024401346842448167,-0.013865152994791666,-0.017293294270833332,-0.021708170572916668,0.0005226135253906333,-0.008440653483072916,-0.013631184895833334,0.00312042236328125,-0.045247395833333336,-0.004862467447916667,-0.019490559895833332,-0.004201253255208333,-0.0035127003987630166,-0.026529947916666668,0.007939656575520834,0.019287109375,-0.10577392578125,5.222608645756414e-05,-0.14111328125,-0.0027109781901041665,0.006235758463541667,-0.0003113746643066489,-0.004923502604166667,-0.0084228515625,0.014485677083333334,0.006083170572916667,0.0001220703125,-0.02239990234375,-0.005859375
2,-0.0311279296875,-0.030029296875,0.0034815470377604165,0.005768458048502617,-0.10432942708333333,-0.012705485026041666,0.006540934244791667,0.0018628438313802,0.00144195556640625,0.010469436645507799,-0.048970540364583336,-0.006184895833333333,0.006032307942708333,0.015749613444010418,-9.695688883478134e-06,-0.0006395975748698001,-6.103515625000419e-05,0.006612141927083333,0.08926137288411458,-5.340576171874999e-05,-0.0006281534830729166,-0.060750325520833336,-0.043782552083333336,-0.006022135416666667,-0.021837870279947918,-0.008495330810546884,0.0027567545572916665,0.014272054036458334,-0.009897867838541666,-0.008280436197916666,-0.0054931640625,-0.003968556722005217,0.045572916666666664,0.005222320556640617,0.012654622395833334,-0.19986979166666666,-0.027425130208333332,-0.00011189778645833333,-0.050984700520833336,-0.012990315755208334
3,-0.0272216796875,-0.012898763020833334,0.020660400390625,-0.10799153645833333,-0.005991617838541667,-0.01611328125,-0.018534342447916668,-0.06705729166666667,-0.004679361979166667,0.0020548502604166665,-0.08382161458333333,-0.024749755859375,-0.07840983072916667,-0.033940633138020836,-0.08597819010416667,-0.041097005208333336,0.00496768951416015,-0.018361409505208332,0.0028483072916666665,-0.0732421875,-0.019510904947916668,-0.004427591959635417,-0.021230061848958332,-0.03082275390625,-0.010991414388020834,-0.0004069010416666667,-0.058186848958333336,-0.0011850992838541667,-0.036417643229166664,-0.004720052083333333,-0.022135416666666668,-0.028340657552083332,-0.004018147786458333,0.00042724609375,-0.01373291015625,-0.015665690104166668,0.00122833251953125,-0.021158854166666668,-0.007134755452473967,0.7215169270833334
4,-0.045613606770833336,0.012593587239583334,-0.009816487630208334,-0.052820841471354164,-0.00189208984375,-0.018524169921875,-0.030965169270833332,-0.004862467447916667,0.0015869140625,-0.0789794921875,0.038065592447916664,-0.023296356201171885,0.0035807291666666665,-0.01800537109375,0.017598470052083332,-0.030680338541666668,-0.044108072916666664,-0.06819661458333333,0.014851888020833334,0.009724934895833334,0.0005594889322916666,-0.020751953125,-0.019083658854166668,-0.009927749633789049,-0.00775146484375,0.009212493896484384,0.014322916666666666,0.009094874064127617,-0.006876627604166667,-0.050099690755208336,-0.08548990885416667,-0.00738525390625,-0.028981526692708332,0.01612091064453125,-0.0250091552734375,-0.014986673990885416,-0.007517496744791667,-0.018056233723958332,-0.019236246744791668,0.005777994791666667
5,-0.046061197916666664,2.1315104166666665,0.06630706787109375,0.019112269083658835,-0.012542724609375,0.0046208699544270666,0.0026041666666666665,0.0137335459391276,-0.0006841023763020666,0.0017744700113932164,0.0555419921875,-0.00010263919830321641,-0.0032386779785156168,-0.0004696846008300667,-0.0002446969350178906,0.0033721923828125,0.01202392578125,0.008168538411458334,0.008514404296875,0.008219401041666666,-0.00623321533203125,0.0016687313715616822,0.0007839202880859335,0.0013531843821207683,0.0003102620442708333,0.052327473958333336,0.005175272623697917,-0.0007921854654948001,0.00069427490234375,-0.0038909912109375,0.0021465222040812173,-0.049519856770833336,0.0006243387858073001,0.007672627766927083,0.0034662882486979165,-0.007876078287760416,-0.01800537109375,-0.0027643839518229165,-0.022542317708333332,0.00010019540786743998
6,0.0283203125,0.032145182291666664,0.010009765625,0.008585611979166666,0.0008646647135416666,-0.061564127604166664,0.054850260416666664,-0.13313802083333334,1.5458984375,0.005330403645833333,0.006954511006673166,-0.010121663411458334,0.0003719329833984333,0.0051116943359375,0.0388501485188802,-0.0106048583984375,0.0016733805338541667,0.0012385050455729167,0.00801849365234375,0.0024757385253906168,-0.0005900065104166583,0.0155029296875,0.0019582112630208335,-0.041005452473958336,0.0025278727213541665,7.375081380208333e-05,0.009124755859375,0.005157470703125,0.0291748046875,0.0001366933186849,0.00067901611328125,-0.012166341145833334,0.016896565755208332,0.0012532869974772336,0.0016454060872395666,-0.01483154296875,-0.004923502604166667,-0.0021387736002604165,0.0026036500930786007,0.0026601155598958335
7,-0.021054585774739582,0.00508880615234375,0.0011297861735026001,-0.0056896209716797005,-0.0009651184082031167,0.012278238932291666,0.054972330729166664,0.0078887939453125,0.0169677734375,0.0021158854166666665,-0.00014503796895345001,0.006144205729166667,0.004084269205729167,7.883707682289999e-05,0.005160013834635417,-0.006693522135416667,0.0010541280110677,0.010894775390625,0.0018157958984375,0.007069905598958333,0.011377970377604166,0.0004463195800781334,0.0016937255859375,-0.0013936360677083502,0.0005613962809244667,-0.014066060384114584,0.0009651184082031333,0.004953066507975267,-6.612141927082188e-05,0.00021107991536458334,0.0021400451660156332,0.0017115275065104167,0.06826146443684897,0.24772135416666666,0.006266276041666667,-0.027506510416666668,0.010060628255208334,0.007639567057291667,0.007349650065104167,-0.022654215494791668
8,4.234375,-0.08150227864583333,1.5099690755208333,0.005716959635416667,-0.0242919921875,0.016390482584635418,0.030609130859375,0.00543975830078125,0.0037320454915364502,-0.000885009765625,-0.00052452087402345,0.014424641927083334,0.028035481770833332,0.031087239583333332,0.00537109375,0.007375081380208333,0.0092315673828125,-0.010640462239583334,-0.004735310872395833,-0.0026067097981770835,0.0033009847005208166,0.0001672705014546587,0.00152269999186195,0.0014615158240000395,9.906291961667423e-05,-0.00077056884765625,0.012270609537760416,0.0483245849609375,0.00045331319173178334,0.0006726582845052167,0.0005079905192057167,0.0007608731587727501,0.018656412760416668,0.0014165242513020666,0.006694793701171867,0.0024820963541666665,-0.00018835067749024272,0.0025685628255208335,0.032430013020833336,0.0017677942911783833
9,0.07342529296875,0.0133056640625,0.011626561482747384,0.006103515625,-0.00949796040852865,0.01806640625,0.007029215494791667,-0.0044708251953125,-0.00054931640625,0.012166341145833334,0.009001413981119784,0.057881673177083336,0.0098876953125,0.009562174479166666,-0.015263875325520834,-0.011800130208333334,0.007187525431315117,-0.004557291666666667,0.004597981770833333,0.00017420450846353328,0.0025917689005533835,0.005205790201822917,-0.0033467610677083335,0.026006062825520832,0.00617218017578125,-0.0120086669921875,0.0010032653808593657,0.00031979878743490004,0.0006678899129231667,0.00021107991536456665,0.004374186197916667,0.0021845499674479165,0.005283355712890633,-0.00020233790079753327,0.004813194274902333,0.0022433598836263165,0.025797526041666668,0.0052642822265625,0.011845906575520834,-0.12131754557291667
