layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.021244049072265625,-0.019634246826171875,-0.0263519287109375,-0.02483367919921875,0.00047266483306882494,-0.0009129047393798624,-0.00012028217315673049,-0.0026588439941406124,-0.0034170150756836,-0.0018594264984130875,-0.007839202880859375,-0.0027027130126953125,-5.102157592771253e-05,-0.0009951591491698874,-0.0010337233543395933,-0.0007777214050292874,-0.0277099609375,-0.0077800750732421875,-0.04168701171875,-0.019102096557617188,-0.0143890380859375,-0.00016427040100092498,-0.04736328125,0.0029768943786621,-0.049530029296875,-0.00495147705078125,-0.184814453125,-0.024540901184082024,-0.07244873046875,0.0013025999069213876,-0.146240234375,-0.00336694717407225
1,0.0015926361083984375,-0.01760101318359375,0.0028591156005859375,0.00273895263671875,-0.004150390625,-0.010701179504394538,-0.055816650390625,-0.0135498046875,0.0013203620910644562,0.407867431640625,-0.0016269683837890874,-0.00418853759765625,-0.00010824203491207498,0.000629067420959475,0.0002750158309936,9.73343849182496e-05,-0.0007301568984985247,0.00045549869537353516,0.00102317333221435,-0.00193023681640625,-0.002696990966796875,-0.0021228790283203,-0.002590179443359375,-0.0016002655029296875,0.0009725987911224178,-0.0020389556884765625,-0.026092529296875,-0.0018405914306640625,0.0005359649658203125,-0.0018291473388671875,-0.047882080078125,-0.010162353515625
2,0.0340576171875,0.0033791065216064375,0.027496337890625,0.053375244140625,-0.00020360946655272508,-0.0008449554443359501,0.0029315948486328125,-0.001600265502929675,-0.00677490234375,-0.0030670166015625,-0.004756927490234375,-0.00641632080078125,0.01861572265625,0.0224456787109375,0.009153366088867188,0.004702568054199225,-0.0003137588500976502,0.00548648834228515,0.04076385498046875,0.0341796875,0.0008978843688965,1.48095703125,1.5576171875,0.08689117431640625,0.001767158508300775,0.00478363037109375,0.0031919479370117127,0.0026831626892089874,-0.00482177734375,0.000919222831726075,0.0021458268165588283,0.005443572998046875
3,0.022186279296875,0.0075082778930664,0.0031003952026367127,0.00027561187744141243,-0.0022430419921875,-0.004227638244628912,-0.006374359130859375,-0.000720977783203125,0.0024006962776184125,0.006360054016113287,0.020595550537109375,0.00048303604125977495,0.0015715658664703276,0.0033268928527832127,0.0016148090362548876,0.0010178089141845374,-0.0021562576293945373,0.00804901123046875,0.107025146484375,0.0547943115234375,-0.0360107421875,-0.010194778442382812,-0.0013179779052734375,-0.004291057586669925,0.0020122528076171875,-0.001666545867919925,0.00844573974609375,0.0013946890830993748,0.0062427520751953125,0.0034022331237792873,0.0034332275390625,-0.004187583923339838
4,0.00254058837890625,0.08258056640625,0.00986480712890625,0.021514892578125,0.0005944818258285272,0.0007200241088867125,0.00865936279296875,0.0010105967521667324,-0.004008054733276362,-0.0021009445190429627,0.0276336669921875,-0.001567840576171875,0.394805908203125,0.05609130859375,0.05008697509765625,0.275634765625,0.007043361663818363,0.0022578239440917878,0.004477113485336304,0.0004492402076721317,-0.0019893646240234375,0.0008102655410766625,0.050994873046875,0.007640838623046875,0.0599212646484375,0.055877685546875,-0.00209808349609375,0.009720802307128913,0.006924629211425775,0.148895263671875,0.007499933242797862,0.07659912109375
5,0.00032258033752440317,0.0063934326171875,0.0034065246582031376,0.0012907981872558375,0.0019989013671875,0.0886688232421875,-0.01458740234375,0.0762939453125,0.01534271240234375,0.00577545166015625,0.0093841552734375,0.0166778564453125,0.001667976379394525,0.010562896728515625,0.05194854736328125,0.01117706298828125,-0.0006608963012695126,-0.00203704833984375,0.00093960762023925,-0.0006605982780456465,0.038604736328125,0.02530670166015625,0.015777587890625,0.011960983276367188,0.0257720947265625,0.1807098388671875,0.0208740234375,0.021942138671875,0.03576469421386719,0.0581817626953125,-0.01694488525390625,0.161376953125
6,0.0208282470703125,-0.16583251953125,1.0266227722167969,-0.264556884765625,0.001507759094238275,-0.004886627197265625,0.00011706352233888752,-0.0004730224609375,0.040008544921875,0.07940673828125,-0.0178985595703125,0.0053896903991699115,0.012826919555664062,0.0067348480224609375,0.023480415344238274,0.0026407241821288876,0.010981559753417962,0.00240325927734375,0.0060558319091796875,0.0011161565780639625,0.03741455078125,0.04010009765625,0.016971588134765625,0.06624984741210938,0.0003061294555664123,0.02099609375,0.02203369140625,0.1378173828125,0.006242275238037113,0.05927085876464844,-0.001861572265625,0.024385452270507812
7,0.0011954307556152374,0.08868408203125,-0.01488494873046875,0.0398406982421875,-0.04943084716796875,0.004609107971191412,0.01507568359375,0.005873680114746101,0.025035858154296875,0.008295536041259776,0.059169769287109375,0.011964797973632812,-0.018798828125,0.040924072265625,0.03517913818359375,0.03031158447265625,0.0047605037689209,0.10601806640625,0.91455078125,2.783203125,-0.00472307205200195,-0.0049896240234375,-0.010166168212890625,0.054290771484375,0.0236663818359375,0.008541107177734375,0.0433197021484375,-0.0170440673828125,0.00185441970825195,0.0345458984375,-0.0059356689453125,0.064453125
8,0.00608062744140625,-0.018711090087890625,-0.00374603271484375,-0.066162109375,0.00852203369140625,-0.01976776123046875,0.00804853439331055,-0.05464935302734375,0.02703094482421875,0.0461883544921875,-0.015842437744140625,-0.028958797454833974,-0.0060577392578125,0.138092041015625,-0.01371002197265625,0.0021435022354125877,0.025726318359375,0.035369873046875,0.03271484375,-0.008702278137207038,0.04442596435546875,0.344970703125,-0.0082550048828125,-0.09850311279296875,0.0012457370758056623,0.0028052330017089874,0.0330963134765625,0.02175140380859375,0.00074005126953125,0.000618457794189475,0.0014295578002929874,0.0006346106529235715
9,0.014964103698730464,0.014312744140625,-0.81396484375,0.00344085693359375,-0.0001373291015625,-0.03166961669921875,-0.093658447265625,0.0029220581054687374,-0.0095062255859375,0.11325836181640625,0.022164344787597663,0.006916046142578125,0.1631011962890625,-0.08075714111328125,0.093048095703125,-0.059478759765625,-0.03823089599609375,0.239898681640625,0.02691650390625,0.0076160430908203125,0.0068683624267578125,-0.014286041259765625,-0.013515472412109375,-0.0615692138671875,0.00251007080078125,0.5020751953125,0.45123291015625,0.05706787109375,0.07355117797851562,-0.01457977294921875,-0.0248579978942871,-0.07843017578125
10,-0.040283203125,-0.1949615478515625,0.07468032836914062,0.03093719482421875,-0.015909671783447252,-0.00604248046875,-0.027050971984863274,-0.03724002838134766,-0.591552734375,-0.1236572265625,0.0210723876953125,0.0620269775390625,0.010347843170166012,0.013972282409667962,0.07165908813476562,0.005350559949874871,-0.0018782615661621124,-0.011875152587890625,-0.0014466047286987248,0.0020508766174316376,-0.0674591064453125,-0.1044464111328125,-0.078155517578125,0.01007080078125,-0.0387115478515625,-0.064208984375,0.0561981201171875,-0.043792724609375,0.040241241455078125,0.1065673828125,-0.0713348388671875,0.28765869140625
11,0.0098114013671875,0.002987861633300775,0.009389877319335938,-0.008352279663085938,-0.736846923828125,-0.1283111572265625,-3.45703125,0.06973648071289062,-0.01079463958740235,-0.44140625,-0.03375053405761719,0.22743606567382812,0.42852783203125,-0.102020263671875,0.7718505859375,0.03418731689453125,-0.014387130737304688,0.00487422943115235,-0.181732177734375,-0.0694122314453125,0.600341796875,-0.2834930419921875,-0.05841064453125,-0.10150146484375,-0.02021026611328125,-0.1497802734375,-0.01166534423828125,0.05490684509277344,0.01677656173706055,2.2911376953125,-0.025968551635742188,-0.1655426025390625
12,0.010274887084960938,0.00072479248046875,0.0535888671875,-0.003879547119140625,0.2371826171875,-5.7592988014209485e-06,2.65625,1.978515625,-1.0500030517578125,0.3204345703125,0.0004055500030517625,0.09987258911132812,-0.35247802734375,0.17061614990234375,0.036945343017578125,-1.301788330078125,-0.394287109375,-0.4696197509765625,-0.35321044921875,-2.590576171875,0.10305023193359375,0.27032470703125,-0.396484375,-0.61260986328125,-0.581695556640625,-0.26263427734375,-0.09912109375,-0.025909423828125,0.266845703125,-0.1668701171875,-0.024505615234375,-0.0272064208984375
13,0.0265045166015625,-0.0265960693359375,-2.6702880859375e-05,-0.091094970703125,0.06420326232910156,-0.58905029296875,-0.1012725830078125,0.0341949462890625,-0.2738037109375,-0.002719879150390625,-0.031707763671875,0.47039794921875,0.008684158325195312,0.1303253173828125,-0.16253662109375,-0.0333709716796875,-0.2705078125,-0.249755859375,-0.1234130859375,-0.11041259765625,-0.1488037109375,-0.30120849609375,-1.429931640625,-0.06110382080078125,-0.33612060546875,-0.01348876953125,-0.3529052734375,-0.065185546875,-0.429229736328125,-0.3419189453125,-0.00795745849609375,-0.016971588134765625
14,-0.02264404296875,-0.0107421875,-0.998291015625,-0.3719482421875,-0.1131591796875,-0.07012939453125,-0.005008697509765625,0.0114898681640625,-0.23291015625,-5.31982421875,0.183624267578125,-0.84912109375,-0.16229248046875,-0.001438140869140625,0.0002870559692382873,-0.049163818359375,0.016410231590271,-0.00907039642333985,0.53973388671875,0.033599853515625,-0.143463134765625,-1.2685546875,-0.30029296875,-0.2049560546875,0.281524658203125,-1.4326171875,1.861572265625,-0.14361572265625,0.04384613037109375,0.0718536376953125,0.0018813610076904375,0.0831451416015625
15,0.6776123046875,0.3538093566894531,-0.3555908203125,0.01837158203125,0.036914825439453125,-1.2134246826171875,-1.2637481689453125,0.565643310546875,0.0137939453125,0.0300140380859375,0.10892868041992188,-0.1584930419921875,-0.02542877197265625,0.000238180160522475,-0.02996826171875,0.000529050827026375,-1.484619140625,-0.251708984375,-0.1380615234375,-0.65228271484375,0.053741455078125,2.4306640625,0.10423660278320312,0.2816658020019531,-1.0867137461900711e-05,0.18956756591796875,0.00592803955078125,0.3616180419921875,0.0348968505859375,-0.180145263671875,-0.4310302734375,-0.08254241943359375
16,-0.05258941650390625,-0.028453826904296875,-0.04566001892089844,-0.498931884765625,-0.14813232421875,-0.014826774597167962,-0.03045654296875,-0.03533935546875,-0.014862060546875,-0.009922027587890625,-0.01615142822265625,-0.025363922119140625,0.101348876953125,0.036773681640625,-0.0880126953125,-0.11846923828125,-0.26123046875,-0.137847900390625,0.000331878662109375,-0.0294647216796875,-0.0175008773803711,-0.12532615661621094,0.194610595703125,0.007244586944580075,-0.0018768310546875,0.017187118530273438,0.09763145446777342,0.06105804443359375,-0.129150390625,-0.32757568359375,-0.210723876953125,-0.06622314453125
17,0.11374282836914062,0.12921524047851562,0.09083938598632812,0.004638671875,-0.005290985107421875,0.011899948120117188,0.00312042236328125,-0.015228271484375,0.078521728515625,-0.005448341369628899,-0.01216888427734375,0.0047217607498169,-0.031524658203125,0.004777431488037113,-0.1019439697265625,0.00403594970703125,0.01174163818359375,0.034759521484375,0.01728057861328125,-0.080291748046875,-0.013277292251586924,0.0028619766235351623,0.004342079162597662,-0.015738487243652337,0.26470947265625,0.47265625,0.787322998046875,0.3677978515625,0.0002580881118774375,0.0004901885986328125,0.00356292724609375,-0.01458740234375
