layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0002488393462106067,0.00047200181511010837,0.00012131219499566587,-0.00016252646285496903,5.88786735963372e-05,7.068976927339318e-05,0.00026009725720695174,0.0001966819334565948,-0.0001350895742352053,3.4168864903821816e-05,-0.00016514103064376178,-3.1372134605153105e-05,0.00025635221031275446,0.0004375101475233567,0.0001657210039288883,0.00020511632554986886,-0.0055951322062631655,-0.000737897465738019,-0.0008552744147482898,-0.000680794876612973,8.673212501440236e-05,9.038743008389095e-05,-0.000935843821321982,0.0002155303955078102,-0.0007449803727396394,-0.0015580680932891515,-0.0005132214406902831,0.00031401602069983667,0.00017699230922741673,-6.700940220878823e-05,-0.00020004122444753375,-3.586625784969552e-05
1,-0.000252636296025817,-0.0001809570226776526,-0.00012722176112485155,-0.0003168730253583938,-6.38186596752515e-05,-5.628821555148178e-05,-1.4285693007917395e-05,-3.0014119791183288e-05,3.011616763104671e-05,0.04936183972305126,-3.9744912908313476e-05,-0.0001472062274311364,-1.8712844741470845e-05,-2.6319134101437684e-05,1.4279498143143686e-05,1.8023205607124754e-05,-3.8393092959145256e-06,9.52468829208065e-06,-4.246161225137273e-05,2.331948012447572e-05,0.00016865502582506778,4.057268078407299e-05,-4.5318282052380524e-05,-3.729375560631906e-05,1.6777702931608434e-05,3.9566098973980996e-05,-0.00030064582824707465,-6.536478072070363e-05,-0.0005016112595461731,-8.9109613654318e-05,-0.00018852647770657105,-3.847513306006584e-05
2,-0.02940042902914326,7.720475786187042e-06,0.0006391707431064545,-0.005507394169153792,5.672754866352585e-05,-0.00010620241754510816,0.00013663795556914408,-0.00022043471925714344,-0.0001174151227715327,-6.093603841373902e-05,-4.181583945670189e-05,-0.00012725189830479537,-0.00024165464251228987,-0.00011463111705994347,1.888730552758585e-05,-2.8884812687224415e-05,9.415256843137954e-05,-5.34009062842086e-05,0.0002479580011260614,0.0012607855743236743,0.00026771057857556435,0.7965293627106742,0.057260920492450844,0.05282421326369382,-1.9421403327681253e-05,0.001135807358816771,-0.0003385396485918067,-3.50066785062276e-05,0.0002189151356729218,0.00038214312510544097,0.000311331802539605,0.0007725190580560899
3,0.0009407032741589526,6.733047828245862e-05,1.423680380488751e-05,0.00012266501951753282,-2.4563057369055194e-05,-0.000781814703780619,-0.0001328205794430836,-0.0001341506336512165,7.151665814806442e-05,-8.56545743312668e-06,0.0005190827873315661,0.00010687430922904177,-4.3977365902237795e-06,-7.586197906668078e-06,-4.8667862174217755e-05,2.7422385101906228e-05,0.00035711888516886515,0.00021191929163557417,0.0008952108661780203,0.0009907926066537922,4.145871387438224e-05,0.00016308232639612825,2.4087978213001637e-06,0.00011298897561062629,9.004453594764662e-05,0.0002505856702167032,0.0007163076923134577,6.026096558301356e-06,-2.584079008424126e-05,-6.757626372776779e-05,0.00017550688111380052,4.387471113313763e-06
4,-0.0008893990784548682,3.476089306091909e-05,-0.0006442123584533011,9.122055568051909e-05,-0.00017491116952360515,-5.5863616171851576e-05,-0.00023685814289564397,-0.00014190392547778913,-2.1391705180828003e-05,1.0778060120138122e-05,4.756952939407992e-05,7.81100452615954e-05,0.09918152884151159,-0.011154346251755619,-0.0016585789369733168,0.007232323121488764,-8.68493251586294e-05,-0.0001310974024654812,-0.00015782941593213615,-0.000411858719386418,-0.0002763458852017902,-8.425551853822566e-05,-0.0020933687017205055,-6.866990850213034e-05,-0.000127503041470991,0.0005700615014922764,0.00014964382300215856,-0.00014785936709201656,1.7341603054082713e-05,0.014174289917677973,-0.000258025158657121,-0.001096002171548564
5,-1.4398958575856932e-05,-2.2385227546219335e-06,-4.290663794185219e-05,-6.53434335515736e-05,-0.004390662975525589,0.008760645148459444,-0.03274930461069171,0.0014546272459994556,2.3075703824504983e-05,-0.0004079984814933178,-0.0008130019970154494,-0.0008141592647252472,-7.838211702496322e-05,-5.2340244979000556e-05,0.0008383975939804214,-0.0002441995599296693,-5.752852793444669e-07,-6.310055764868279e-06,0.00010242338260907911,3.136769774254501e-05,0.0005548161067319702,0.000413163324420374,0.0002655065461490908,5.449873677800006e-05,-1.9849686140432234e-05,0.0003090831503439356,0.00015966075189997682,-0.0008353544085213337,0.0002648308036032667,-0.003349389922752809,-0.00023467755049802,0.0005627830376785832
6,-0.0007453446977593923,-3.0735905250818164e-05,0.48004081811797755,-0.042284247580538975,0.0005919852953278609,-0.00015464659487263575,-0.00014909091300927847,1.4484933253086885e-05,0.00010621145869908318,0.0034772733624061796,7.94945138224053e-05,-0.0006003862016656427,0.0003739111544041151,6.0055111901133996e-05,7.598185807131552e-05,0.00010609040769298218,-0.0002701255712616315,0.00010310130172900631,-0.0010774590995874336,0.000494346190034669,-4.479054654582135e-05,-3.851196739111809e-05,0.0001754492856143577,4.1048178512060274e-05,-0.0007141286067748308,0.0004915816060612709,-0.0007406513342696629,0.025833269183555347,-0.00019557991724336124,-0.0018544786431816198,6.011798140708087e-05,-0.0005945741627993199
7,-6.129868914572025e-05,0.0009259427531381656,0.001425668094935034,-0.00023325373617451124,-0.001971094795827117,0.0008912327584255888,-0.0003138981508405058,0.0002638302492291731,0.00010514527224422953,-6.16231661164362e-05,0.0010534531614753634,1.2228997905596817e-06,-0.00026145410001947203,-0.004513772685876053,0.0015075233545196168,0.003656055150407084,0.019297053304950844,-0.00873055618800474,0.9072814255617978,0.08155428425649579,0.0007976119437914174,0.04278170124868329,-0.0008864509925413655,-0.0005016916253593527,-0.00031896789422196104,-0.0007404517591669342,0.0006484556733892191,-5.127338880903603e-05,0.0005828503812296991,0.0008212314562851135,0.00010158908501100554,0.0014893606807408698
8,-0.0017204150724946857,0.0009673686509721731,0.001323308837547734,0.0003605411293801282,0.0013966875129871163,0.004908119694570477,0.00027407287211899946,-0.00019622652718190702,-0.0021869265631343556,-0.000679288017615849,0.009808079580242718,-0.0006295643495709731,-8.915247542132632e-06,0.007518720091058967,-0.00019534250323692328,3.416886490382175e-05,0.0010754231656535283,0.00045971388227484264,0.0019156638156162204,0.0002454934495218669,-0.0005157502849450267,0.011432606182741315,0.002078736766000812,-0.008389580115843358,-0.0001646454414624873,-0.0008380386266815602,-0.000526725576165016,-0.00039713938584488634,3.6445226562156366e-05,0.00012757537070284784,-1.574793223583373e-06,-0.00013556373253297024
9,-3.779068421782111e-05,-0.0013953380370408002,-0.19028468614213923,-0.0005287374003549598,0.0003141178173965294,0.0007085264398810561,-0.0007233967941798533,0.0002656759840718854,-0.0017283096742094237,0.019118191151136762,0.0012047424745023907,-3.0003236920644938e-05,0.011433826403671436,0.00028639161184932136,0.002650335933385272,0.00030568476473347703,-0.0006143819080309899,0.0014087216237957559,0.0011220567681816279,3.2173113876492817e-06,0.0007210260026910366,-6.325593155421042e-05,0.00016728144013480287,0.00048667996117237764,0.0006693795825658246,0.0573663604393434,0.6231785463483146,-0.008752887168627106,0.10080328952060656,-0.0014537238003162905,0.00022952476244294514,0.001031899720095519
10,0.0023942583062675563,3.1101569700752693e-06,0.003072974387179599,0.0002797801842850201,-7.303578130315085e-05,-2.8049071015931717e-05,0.00021140109956933732,-6.817323103379692e-05,-0.08406011174234111,0.0015261601865961313,0.00022841839308148908,0.033156952161467475,7.286232508969538e-05,0.0005172008878729272,-0.0006875966706972518,-0.00029502290018489216,8.236926593137028e-05,0.000863969995734397,6.557046697380921e-05,-7.354074649596903e-05,-0.0019096993328480286,-0.0030078633447711387,-0.0006416299369897732,0.001902855514140603,0.000345915221096421,-0.0007393252983521752,0.031084510717499122,0.002853002441063356,0.00029970086022708777,0.000892290908299129,-7.138895184805876e-05,0.0007343452967954509
11,0.000892381989554073,3.097834212056436e-05,0.00043504961420981036,0.0006643466735154117,-0.012852283006303764,-0.00017578816145992547,-0.05826975790302405,0.005243488911832314,0.0003323554992675805,0.004419605383712252,-0.00520337565561359,0.017047710633010006,0.005918430478385324,-0.007970981383591555,0.032927073789446544,0.0035594125811973317,-0.0037111968136905303,0.00015984016229932246,-0.0006651342584845768,0.016111459624901247,0.25861898700842695,0.0012135291367434378,0.002190643481993944,0.0009967932540379206,0.00017117947507440943,-8.627136101883255e-05,0.0003673923149537559,0.0006219851836729599,0.0008343500032853549,0.06665077638090326,-0.0010778984326994833,0.0016906181078278641
12,-8.950625242812001e-05,4.4450163841254586e-05,8.736232693276087e-05,0.002289847041783708,0.06675038712747981,2.481859554065747e-06,0.9564716467696629,1.7870435393258426,-0.2261375684416696,0.061043819684660834,0.0006220648797710094,0.6064398261938202,-0.0024387796273392173,0.013588144538107878,0.0016358340724130641,-0.012013195605760205,-0.002797683972990915,-0.0005444837420174259,-0.0054794697279340766,-0.0853614378511236,0.00801975807447112,0.018778040167990694,-0.00017830762970313967,-0.011249504732281977,-0.0009379768639468071,-0.003427601932139879,0.0026306355937143373,-0.0007821053601382804,0.051720351315616225,0.00024892506974466593,0.00022789735472603792,8.41309515278014e-05
