example_id,layer,head,nas
2027,6,5,0.019775390625
2027,6,6,0.09423828125
2027,6,7,0.083984375
2027,6,8,0.000720977783203125
2027,6,9,0.10595703125
2027,6,10,0.002838134765625
2027,6,11,0.0262451171875
2027,6,12,0.01190185546875
2027,6,13,0.0008697509765625
2027,6,14,0.01446533203125
2027,6,15,0.00164794921875
2027,6,16,0.00811767578125
2027,6,17,0.0135498046875
2027,6,18,0.01080322265625
2027,6,19,0.006195068359375
2027,6,20,0.04296875
2027,6,21,0.0849609375
2027,6,22,0.416015625
2027,6,23,0.0096435546875
2027,6,24,0.028076171875
2027,6,25,0.029296875
2027,6,26,-0.00160980224609375
2027,6,27,0.037841796875
2027,6,28,0.033203125
2027,6,29,0.08251953125
2027,6,30,0.023681640625
2027,6,31,-0.0625
2027,7,0,-0.004058837890625
2027,7,1,-0.015869140625
2027,7,2,-0.00201416015625
2027,7,3,0.494140625
2027,7,4,0.0155029296875
2027,7,5,-1.800060272216797e-05
2027,7,6,0.01708984375
2027,7,7,0.0281982421875
2027,7,8,0.018798828125
2027,7,9,0.0147705078125
2027,7,10,0.03173828125
2027,7,11,0.056884765625
2027,7,12,5.650520324707031e-05
2027,7,13,0.0026702880859375
2027,7,14,0.0125732421875
2027,7,15,0.00616455078125
2027,7,16,0.0169677734375
2027,7,17,0.0140380859375
2027,7,18,0.014892578125
2027,7,19,0.00112152099609375
2027,7,20,0.00830078125
2027,7,21,0.0263671875
2027,7,22,0.0390625
2027,7,23,0.1923828125
2027,7,24,0.0458984375
2027,7,25,0.1201171875
2027,7,26,-0.0032196044921875
2027,7,27,0.07568359375
2027,7,28,0.037841796875
2027,7,29,0.07470703125
2027,7,30,0.01904296875
2027,7,31,0.014892578125
2027,8,0,-0.1015625
2027,8,1,0.85546875
2027,8,2,0.0299072265625
2027,8,3,0.0703125
2027,8,4,0.01171875
2027,8,5,0.00063323974609375
2027,8,6,0.01239013671875
2027,8,7,0.0107421875
2027,8,8,0.2578125
2027,8,9,0.07275390625
2027,8,10,-0.038818359375
2027,8,11,2.9375
2027,8,12,0.37109375
2027,8,13,0.1162109375
2027,8,14,-0.515625
2027,8,15,-0.008056640625
2027,8,16,0.0233154296875
2027,8,17,0.033447265625
2027,8,18,0.07666015625
2027,8,19,0.203125
2027,8,20,0.0164794921875
2027,8,21,0.0203857421875
2027,8,22,0.0012969970703125
2027,8,23,0.0084228515625
2027,8,24,-0.004486083984375
2027,8,25,0.056396484375
2027,8,26,-0.011474609375
2027,8,27,0.0013885498046875
2027,8,28,-0.00970458984375
2027,8,29,0.05078125
2027,8,30,-0.07568359375
2027,8,31,-0.00885009765625
2027,9,0,0.0240478515625
2027,9,1,0.03466796875
2027,9,2,0.07568359375
2027,9,3,0.01165771484375
2027,9,4,0.024169921875
2027,9,5,0.000286102294921875
2027,9,6,0.01019287109375
2027,9,7,0.01055908203125
2027,9,8,-0.005767822265625
2027,9,9,0.0017547607421875
2027,9,10,-0.006561279296875
2027,9,11,-0.00019073486328125
2027,9,12,-0.091796875
2027,9,13,-1.0546875
2027,9,14,-0.007232666015625
2027,9,15,0.0263671875
2027,9,16,0.03564453125
2027,9,17,0.019775390625
2027,9,18,0.022705078125
2027,9,19,0.03857421875
2027,9,20,0.142578125
2027,9,21,-0.0177001953125
2027,9,22,0.06591796875
2027,9,23,0.0673828125
2027,9,24,0.030029296875
2027,9,25,-0.1298828125
2027,9,26,0.0036163330078125
2027,9,27,1.15625
2027,9,28,0.1328125
2027,9,29,0.07568359375
2027,9,30,-0.0186767578125
2027,9,31,0.8984375
2027,10,0,0.00140380859375
2027,10,1,0.1259765625
2027,10,2,1.4921875
2027,10,3,-0.150390625
2027,10,4,-0.0036468505859375
2027,10,5,0.005340576171875
2027,10,6,0.0179443359375
2027,10,7,0.06494140625
2027,10,8,0.0005035400390625
2027,10,9,0.015869140625
2027,10,10,0.052001953125
2027,10,11,0.008544921875
2027,10,12,0.181640625
2027,10,13,-0.1923828125
2027,10,14,0.60546875
2027,10,15,-0.0693359375
2027,10,16,0.00116729736328125
2027,10,17,0.06005859375
2027,10,18,-0.2197265625
2027,10,19,-0.004638671875
2027,10,20,0.00994873046875
2027,10,21,0.0208740234375
2027,10,22,-0.042724609375
2027,10,23,0.022705078125
2027,10,24,0.06494140625
2027,10,25,0.05810546875
2027,10,26,0.005523681640625
2027,10,27,0.212890625
2027,10,28,-0.2197265625
2027,10,29,0.0556640625
2027,10,30,0.0341796875
2027,10,31,0.001007080078125
2027,11,0,0.009521484375
2027,11,1,0.083984375
2027,11,2,0.024658203125
2027,11,3,0.0167236328125
2027,11,4,0.001678466796875
2027,11,5,0.033447265625
2027,11,6,-0.26953125
2027,11,7,0.0228271484375
2027,11,8,-1.46875
2027,11,9,0.1435546875
2027,11,10,0.73046875
2027,11,11,-0.00628662109375
2027,11,12,0.58984375
2027,11,13,-0.2255859375
2027,11,14,0.42578125
2027,11,15,0.021484375
2027,11,16,-0.00080108642578125
2027,11,17,-0.0172119140625
2027,11,18,0.006622314453125
2027,11,19,-0.009033203125
2027,11,20,-0.2099609375
2027,11,21,0.15234375
2027,11,22,0.140625
2027,11,23,0.14453125
2027,11,24,-0.0302734375
2027,11,25,0.259765625
2027,11,26,0.023193359375
2027,11,27,-0.0478515625
2027,11,28,0.004058837890625
2027,11,29,0.0107421875
2027,11,30,0.0137939453125
2027,11,31,-0.00162506103515625
2027,12,0,0.00628662109375
2027,12,1,0.000629425048828125
2027,12,2,0.04296875
2027,12,3,0.03125
2027,12,4,0.020263671875
2027,12,5,0.033935546875
2027,12,6,-0.26953125
2027,12,7,0.03271484375
2027,12,8,0.0927734375
2027,12,9,-0.072265625
2027,12,10,-0.08447265625
2027,12,11,0.0233154296875
2027,12,12,-0.0286865234375
2027,12,13,-0.05078125
2027,12,14,0.06103515625
2027,12,15,0.0264892578125
2027,12,16,0.0
2027,12,17,0.01214599609375
2027,12,18,0.00075531005859375
2027,12,19,0.00177001953125
2027,12,20,0.01348876953125
2027,12,21,-0.040283203125
2027,12,22,0.08935546875
2027,12,23,0.00579833984375
2027,12,24,-0.037841796875
2027,12,25,-0.019775390625
2027,12,26,-0.01275634765625
2027,12,27,-0.003936767578125
2027,12,28,0.7109375
2027,12,29,0.07080078125
2027,12,30,0.3515625
2027,12,31,0.48046875
2027,13,0,0.09423828125
2027,13,1,0.1875
2027,13,2,0.1865234375
2027,13,3,0.0927734375
2027,13,4,-0.26953125
2027,13,5,-0.48828125
2027,13,6,0.064453125
2027,13,7,0.007049560546875
2027,13,8,0.056884765625
2027,13,9,0.1923828125
2027,13,10,-0.01171875
2027,13,11,0.1533203125
2027,13,12,0.034912109375
2027,13,13,0.076171875
2027,13,14,0.004608154296875
2027,13,15,0.05126953125
2027,13,16,0.126953125
2027,13,17,0.154296875
2027,13,18,0.486328125
2027,13,19,-0.2216796875
2027,13,20,-0.76171875
2027,13,21,0.058837890625
2027,13,22,-0.06298828125
2027,13,23,-0.0093994140625
2027,13,24,0.021240234375
2027,13,25,-0.027587890625
2027,13,26,-0.0201416015625
2027,13,27,-0.032958984375
2027,13,28,-0.0157470703125
2027,13,29,-0.005340576171875
2027,13,30,0.01458740234375
2027,13,31,0.0034027099609375
2027,14,0,-0.008544921875
2027,14,1,0.0595703125
2027,14,2,-0.00634765625
2027,14,3,0.01434326171875
2027,14,4,-0.11181640625
2027,14,5,0.26953125
2027,14,6,0.023193359375
2027,14,7,-0.10107421875
2027,14,8,0.000293731689453125
2027,14,9,-0.00640869140625
2027,14,10,0.0296630859375
2027,14,11,-0.0018463134765625
2027,14,12,-0.0230712890625
2027,14,13,0.2421875
2027,14,14,-0.043701171875
2027,14,15,-0.0174560546875
2027,14,16,0.1220703125
2027,14,17,0.765625
2027,14,18,0.0830078125
2027,14,19,1.4296875
2027,14,20,0.146484375
2027,14,21,0.06201171875
2027,14,22,0.09130859375
2027,14,23,0.0162353515625
2027,14,24,0.00439453125
2027,14,25,-0.0167236328125
2027,14,26,-1.7881393432617188e-05
2027,14,27,0.018310546875
2027,14,28,-0.06884765625
2027,14,29,0.0830078125
2027,14,30,-0.04150390625
2027,14,31,0.01708984375
2027,15,0,0.01043701171875
2027,15,1,0.21875
2027,15,2,0.10009765625
2027,15,3,0.30859375
2027,15,4,-0.0186767578125
2027,15,5,0.008056640625
2027,15,6,-0.00933837890625
2027,15,7,-0.00028228759765625
2027,15,8,0.006591796875
2027,15,9,0.0150146484375
2027,15,10,0.07177734375
2027,15,11,0.047119140625
2027,15,12,0.05908203125
2027,15,13,0.240234375
2027,15,14,0.0732421875
2027,15,15,0.08154296875
2027,15,16,0.013916015625
2027,15,17,-0.0002307891845703125
2027,15,18,0.04345703125
2027,15,19,0.0244140625
2027,15,20,0.1142578125
2027,15,21,0.0159912109375
2027,15,22,0.111328125
2027,15,23,0.33203125
2027,15,24,0.0068359375
2027,15,25,0.01348876953125
2027,15,26,-0.001861572265625
2027,15,27,0.00323486328125
2027,15,28,0.67578125
2027,15,29,0.12353515625
2027,15,30,2.421875
2027,15,31,0.00262451171875
2027,16,0,0.11083984375
2027,16,1,0.921875
2027,16,2,0.2470703125
2027,16,3,0.26171875
2027,16,4,0.00408935546875
2027,16,5,0.00421142578125
2027,16,6,0.00189971923828125
2027,16,7,0.0081787109375
2027,16,8,0.423828125
2027,16,9,0.05615234375
2027,16,10,0.0556640625
2027,16,11,0.04052734375
2027,16,12,0.002227783203125
2027,16,13,0.00139617919921875
2027,16,14,0.0033721923828125
2027,16,15,0.0020751953125
2027,16,16,0.0172119140625
2027,16,17,0.030517578125
2027,16,18,0.0181884765625
2027,16,19,0.08203125
2027,16,20,1.140625
2027,16,21,0.4453125
2027,16,22,0.01031494140625
2027,16,23,4.0625
2027,16,24,0.046630859375
2027,16,25,-0.003662109375
2027,16,26,-0.0281982421875
2027,16,27,0.185546875
2027,16,28,0.00396728515625
2027,16,29,0.000499725341796875
2027,16,30,0.00041961669921875
2027,16,31,0.004547119140625
2027,17,0,0.0164794921875
2027,17,1,0.00482177734375
2027,17,2,0.022705078125
2027,17,3,0.0150146484375
2027,17,4,0.00506591796875
2027,17,5,-0.00104522705078125
2027,17,6,0.0115966796875
2027,17,7,0.0020904541015625
2027,17,8,0.02490234375
2027,17,9,0.125
2027,17,10,0.00775146484375
2027,17,11,-0.0010223388671875
2027,17,12,0.018798828125
2027,17,13,0.0216064453125
2027,17,14,0.0244140625
2027,17,15,0.0108642578125
2027,17,16,0.00982666015625
2027,17,17,0.0272216796875
2027,17,18,0.00174713134765625
2027,17,19,0.07373046875
2027,17,20,0.0015869140625
2027,17,21,0.012939453125
2027,17,22,0.07373046875
2027,17,23,0.018798828125
2027,17,24,0.07373046875
2027,17,25,0.01116943359375
2027,17,26,0.0274658203125
2027,17,27,0.09912109375
2027,17,28,0.0054931640625
2027,17,29,0.0123291015625
2027,17,30,0.0155029296875
2027,17,31,0.002685546875
2027,18,0,0.004119873046875
2027,18,1,0.037353515625
2027,18,2,0.005645751953125
2027,18,3,0.0189208984375
2027,18,4,0.2001953125
2027,18,5,0.006378173828125
2027,18,6,0.007720947265625
2027,18,7,0.006591796875
2027,18,8,0.0218505859375
2027,18,9,0.01226806640625
2027,18,10,0.0035552978515625
2027,18,11,0.0009765625
2027,18,12,0.0023345947265625
2027,18,13,0.002288818359375
2027,18,14,0.01611328125
2027,18,15,0.001708984375
2027,18,16,0.01324462890625
2027,18,17,0.007110595703125
2027,18,18,0.0140380859375
2027,18,19,0.00836181640625
2027,18,20,0.0191650390625
2027,18,21,0.00142669677734375
2027,18,22,0.04443359375
2027,18,23,0.0230712890625
2027,18,24,0.002593994140625
2027,18,25,0.000942230224609375
2027,18,26,0.000965118408203125
2027,18,27,0.00095367431640625
2027,18,28,0.01409912109375
2027,18,29,0.01373291015625
2027,18,30,0.03759765625
2027,18,31,0.009033203125
2027,19,0,0.0625
2027,19,1,0.024658203125
2027,19,2,0.10009765625
2027,19,3,0.09423828125
2027,19,4,0.00096893310546875
2027,19,5,0.00299072265625
2027,19,6,0.00146484375
2027,19,7,0.000247955322265625
2027,19,8,0.0037994384765625
2027,19,9,0.020751953125
2027,19,10,0.002105712890625
2027,19,11,0.0233154296875
2027,19,12,0.1318359375
2027,19,13,0.058837890625
2027,19,14,0.0146484375
2027,19,15,-5.27501106262207e-06
2027,19,16,0.00170135498046875
2027,19,17,0.0004558563232421875
2027,19,18,0.0057373046875
2027,19,19,0.00133514404296875
2027,19,20,0.037353515625
2027,19,21,0.001708984375
2027,19,22,0.0166015625
2027,19,23,0.0830078125
2027,19,24,0.0001125335693359375
2027,19,25,0.0093994140625
2027,19,26,-0.00019931793212890625
2027,19,27,0.0016937255859375
2027,19,28,0.0024261474609375
2027,19,29,0.00885009765625
2027,19,30,0.0030059814453125
2027,19,31,0.00185394287109375
2027,20,0,0.0498046875
2027,20,1,0.55859375
2027,20,2,0.039794921875
2027,20,3,0.09375
2027,20,4,0.017333984375
2027,20,5,0.0234375
2027,20,6,0.0050048828125
2027,20,7,0.0017852783203125
2027,20,8,0.001373291015625
2027,20,9,0.0030059814453125
2027,20,10,0.006317138671875
2027,20,11,0.00634765625
2027,20,12,0.0012359619140625
2027,20,13,0.046142578125
2027,20,14,0.080078125
2027,20,15,0.022705078125
2027,20,16,0.008544921875
2027,20,17,-0.0015716552734375
2027,20,18,0.006134033203125
2027,20,19,0.0048828125
2027,20,20,0.01116943359375
2027,20,21,0.004913330078125
2027,20,22,0.00799560546875
2027,20,23,0.5703125
2027,20,24,-0.0084228515625
2027,20,25,0.01318359375
2027,20,26,-0.0220947265625
2027,20,27,-0.003570556640625
2027,20,28,0.0068359375
2027,20,29,0.00058746337890625
2027,20,30,0.031982421875
2027,20,31,0.00469970703125
2027,21,0,0.0025482177734375
2027,21,1,0.045654296875
2027,21,2,-0.000217437744140625
2027,21,3,0.03076171875
2027,21,4,-7.927417755126953e-06
2027,21,5,-4.982948303222656e-05
2027,21,6,4.887580871582031e-05
2027,21,7,-0.00012493133544921875
2027,21,8,0.0400390625
2027,21,9,0.00128936767578125
2027,21,10,0.00014209747314453125
2027,21,11,0.002777099609375
2027,21,12,0.00191497802734375
2027,21,13,0.03369140625
2027,21,14,0.007476806640625
2027,21,15,0.002777099609375
2027,21,16,0.00061798095703125
2027,21,17,0.0029144287109375
2027,21,18,0.00830078125
2027,21,19,0.00069427490234375
2027,21,20,0.1005859375
2027,21,21,0.1904296875
2027,21,22,0.6953125
2027,21,23,0.181640625
2027,21,24,0.0031585693359375
2027,21,25,0.044189453125
2027,21,26,0.03173828125
2027,21,27,0.0250244140625
2027,21,28,0.0023345947265625
2027,21,29,0.004486083984375
2027,21,30,0.00701904296875
2027,21,31,0.0196533203125
2027,22,0,0.029541015625
2027,22,1,0.125
2027,22,2,0.021484375
2027,22,3,0.025146484375
2027,22,4,0.0017547607421875
2027,22,5,0.00020122528076171875
2027,22,6,0.0012054443359375
2027,22,7,0.0001697540283203125
2027,22,8,0.0130615234375
2027,22,9,0.0206298828125
2027,22,10,0.019775390625
2027,22,11,0.0023345947265625
2027,22,12,0.049072265625
2027,22,13,0.1064453125
2027,22,14,0.11962890625
2027,22,15,0.060791015625
2027,22,16,0.00019359588623046875
2027,22,17,0.0003147125244140625
2027,22,18,0.009033203125
2027,22,19,-0.0002765655517578125
2027,22,20,0.000812530517578125
2027,22,21,0.0024566650390625
2027,22,22,0.000354766845703125
2027,22,23,0.0010833740234375
2027,22,24,3.075599670410156e-05
2027,22,25,0.0037689208984375
2027,22,26,0.0111083984375
2027,22,27,0.00157928466796875
2027,22,28,0.04248046875
2027,22,29,0.0537109375
2027,22,30,0.0179443359375
2027,22,31,0.00390625
2027,23,0,0.0020599365234375
2027,23,1,0.000591278076171875
2027,23,2,0.00628662109375
2027,23,3,0.005859375
2027,23,4,0.0036163330078125
2027,23,5,0.06787109375
2027,23,6,0.014892578125
2027,23,7,0.033935546875
2027,23,8,0.005615234375
2027,23,9,0.00390625
2027,23,10,0.0014190673828125
2027,23,11,0.000885009765625
2027,23,12,0.0111083984375
2027,23,13,0.0888671875
2027,23,14,0.1162109375
2027,23,15,0.00762939453125
2027,23,16,0.000736236572265625
2027,23,17,0.002166748046875
2027,23,18,0.0034332275390625
2027,23,19,0.0015411376953125
2027,23,20,0.07666015625
2027,23,21,0.056884765625
2027,23,22,0.0230712890625
2027,23,23,0.0062255859375
2027,23,24,0.00994873046875
2027,23,25,0.002838134765625
2027,23,26,0.0030975341796875
2027,23,27,0.002685546875
2027,23,28,0.001983642578125
2027,23,29,0.00014400482177734375
2027,23,30,0.0004253387451171875
2027,23,31,0.0003757476806640625
2027,24,0,0.005035400390625
2027,24,1,0.00194549560546875
2027,24,2,0.00494384765625
2027,24,3,-0.0025177001953125
2027,24,4,0.007049560546875
2027,24,5,0.00099945068359375
2027,24,6,0.003448486328125
2027,24,7,0.0003604888916015625
2027,24,8,0.00173187255859375
2027,24,9,0.003021240234375
2027,24,10,0.002593994140625
2027,24,11,0.000335693359375
2027,24,12,8.96453857421875e-05
2027,24,13,0.000293731689453125
2027,24,14,0.004425048828125
2027,24,15,0.002197265625
2027,24,16,0.0250244140625
2027,24,17,0.04736328125
2027,24,18,0.03662109375
2027,24,19,0.01116943359375
2027,24,20,0.01507568359375
2027,24,21,0.003997802734375
2027,24,22,0.0272216796875
2027,24,23,0.028076171875
2027,24,24,0.05029296875
2027,24,25,0.019775390625
2027,24,26,0.01031494140625
2027,24,27,0.134765625
2027,24,28,0.0003147125244140625
2027,24,29,0.0019683837890625
2027,24,30,0.000827789306640625
2027,24,31,4.9114227294921875e-05
2027,25,0,0.00026702880859375
2027,25,1,0.01202392578125
2027,25,2,0.005340576171875
2027,25,3,0.0004730224609375
2027,25,4,0.0341796875
2027,25,5,0.0556640625
2027,25,6,0.10791015625
2027,25,7,0.0732421875
2027,25,8,-2.0265579223632812e-05
2027,25,9,0.0017242431640625
2027,25,10,0.01092529296875
2027,25,11,0.000698089599609375
2027,25,12,0.00677490234375
2027,25,13,0.01312255859375
2027,25,14,0.046630859375
2027,25,15,0.0166015625
2027,25,16,0.000972747802734375
2027,25,17,0.00445556640625
2027,25,18,0.006011962890625
2027,25,19,-0.003265380859375
2027,25,20,-8.58306884765625e-06
2027,25,21,-0.00069427490234375
2027,25,22,-1.434236764907837e-07
2027,25,23,-4.839897155761719e-05
2027,25,24,0.0002498626708984375
2027,25,25,0.0034637451171875
2027,25,26,0.0019683837890625
2027,25,27,4.9114227294921875e-05
2027,25,28,0.0003070831298828125
2027,25,29,0.001251220703125
2027,25,30,-0.0001087188720703125
2027,25,31,-3.8623809814453125e-05
2027,26,0,0.055908203125
2027,26,1,0.0004215240478515625
2027,26,2,0.02880859375
2027,26,3,0.1416015625
2027,26,4,0.021240234375
2027,26,5,0.00408935546875
2027,26,6,0.000782012939453125
2027,26,7,0.025634765625
2027,26,8,0.0223388671875
2027,26,9,0.00115203857421875
2027,26,10,0.00445556640625
2027,26,11,-0.000766754150390625
2027,26,12,0.06005859375
2027,26,13,0.0703125
2027,26,14,0.016845703125
2027,26,15,0.0810546875
2027,26,16,0.0024566650390625
2027,26,17,4.863739013671875e-05
2027,26,18,0.0035247802734375
2027,26,19,0.0042724609375
2027,26,20,0.03271484375
2027,26,21,0.01007080078125
2027,26,22,0.0146484375
2027,26,23,0.00634765625
2027,26,24,0.0004425048828125
2027,26,25,0.001373291015625
2027,26,26,0.000225067138671875
2027,26,27,0.01104736328125
2027,26,28,0.00323486328125
2027,26,29,0.005828857421875
2027,26,30,0.027587890625
2027,26,31,0.005126953125
2027,27,0,0.00238037109375
2027,27,1,0.01251220703125
2027,27,2,0.00160980224609375
2027,27,3,0.000499725341796875
2027,27,4,0.00909423828125
2027,27,5,0.181640625
2027,27,6,0.2373046875
2027,27,7,0.341796875
2027,27,8,0.00185394287109375
2027,27,9,0.00433349609375
2027,27,10,0.0016937255859375
2027,27,11,0.0033111572265625
2027,27,12,0.000522613525390625
2027,27,13,0.006103515625
2027,27,14,0.003631591796875
2027,27,15,0.0201416015625
2027,27,16,0.042724609375
2027,27,17,0.02001953125
2027,27,18,0.0196533203125
2027,27,19,0.0220947265625
2027,27,20,0.046875
2027,27,21,0.041015625
2027,27,22,0.1796875
2027,27,23,0.061767578125
2027,27,24,0.00194549560546875
2027,27,25,0.00052642822265625
2027,27,26,0.000957489013671875
2027,27,27,0.0030670166015625
2027,27,28,0.040771484375
2027,27,29,-0.00063323974609375
2027,27,30,0.0322265625
2027,27,31,0.0140380859375
2027,28,0,0.059326171875
2027,28,1,0.00070953369140625
2027,28,2,0.0014801025390625
2027,28,3,0.0023345947265625
2027,28,4,-0.0032196044921875
2027,28,5,-0.0004253387451171875
2027,28,6,0.0086669921875
2027,28,7,-2.086162567138672e-05
2027,28,8,0.041748046875
2027,28,9,0.0028533935546875
2027,28,10,0.0087890625
2027,28,11,0.0130615234375
2027,28,12,0.007293701171875
2027,28,13,-0.00543212890625
2027,28,14,0.00147247314453125
2027,28,15,0.0150146484375
2027,28,16,0.057861328125
2027,28,17,0.05078125
2027,28,18,0.057861328125
2027,28,19,0.0223388671875
2027,28,20,0.0263671875
2027,28,21,0.0213623046875
2027,28,22,-0.00173187255859375
2027,28,23,0.028076171875
2027,28,24,0.005828857421875
2027,28,25,-0.00170135498046875
2027,28,26,6.771087646484375e-05
2027,28,27,0.01092529296875
2027,28,28,0.01446533203125
2027,28,29,-0.0284423828125
2027,28,30,0.035400390625
2027,28,31,0.0062255859375
2027,29,0,0.000652313232421875
2027,29,1,0.0036773681640625
2027,29,2,0.01129150390625
2027,29,3,0.00034332275390625
2027,29,4,0.01129150390625
