layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0005823332687904092,-0.01793732040229885,-0.02132380693808369,0.057778661735214176,-0.00014710700374910302,0.012824982975634579,0.0024350995761681293,0.03182904473666487,0.014074566720545977,0.012494668193247127,0.022960151292355124,0.008608061691810345,-0.007297092013888889,-0.014211603508141763,-0.003929021258007064,0.6423012713189825,-0.01962303658554837,0.03927308298162117,0.052219668567409006,-0.007333865110901581,0.002330736182201869,0.0020168348290454385,0.008831082632715218,0.0004459541876197318,0.0016077268169300766,-0.01851072347940613,-0.008400869552203065,-0.016926147928639848
1,-0.07613586191930076,-0.005503687365301723,0.0020557856651101532,0.011263675616618774,0.01154990945282567,0.0011261103253711686,-0.003740595675062859,-0.0120662455357811,0.05685589231293777,-0.005809367388144307,0.00014236786356374253,0.0023134238875231966,0.005605704939685105,-0.03545313868029364,-0.004035153151471956,-0.002152419181619115,-0.03799222164227131,0.00014834203025846922,-0.012452954990196961,0.004201370180795019,0.04138651296096743,-0.014707170683762124,0.004450070903675767,-0.0006037438966305394,-0.006238652371812141,0.007163504531100335,-0.001313271650409333,0.014377170138888888
2,0.047154744466145836,-0.01691539077466475,0.00893347290740616,-0.0009985445102969348,-0.004486317835548372,0.001474840887661638,0.006275341428559402,0.009588351194885955,-0.010529806787483538,0.011769159543559926,0.002963668998630567,0.001231153349310045,5.8594334627933654e-05,0.030812230603448277,-0.0006504716544315739,0.00612339297473659,0.006392847989254071,0.010275420557950192,8.273946827855635e-05,-0.0013055472538389004,0.0015252504312215638,-0.013810490283016045,0.02143596780711207,0.006285451837883141,-0.0033457964316181746,0.14024852884226832,0.36471949317902896,-0.0016774144665948276
3,0.03791334071835339,0.009232707407282686,-0.004435630593720067,-0.01033372257861141,-0.010988184318688638,0.018203304188461597,0.0007630125316166797,0.028559922258515925,-0.000765628741618774,-0.03267660177530457,0.0043961755160627685,0.020202081322213242,0.06726173605498682,0.34802713796096746,-0.004932388948754789,-0.003679662828701209,4.2093211206896555e-05,0.01073657507183908,-0.01164358146345935,0.021233891161922293,-0.002749680559297174,0.009418414470336447,0.012364003850125718,0.06413882902298851,-0.02609632115711197,0.032762958628921215,-0.004187317186845216,-0.0042807626541546935
4,0.007617965055151462,0.004873663072841834,0.006998760033384593,0.0019254465212767142,-0.004423185326587194,0.01640781680286159,-0.004829728283644636,-1.0582018943349081e-06,-3.852177111581091e-05,-0.0017213750045418296,-0.00013606347343472292,0.00048104647932381464,-0.00012710787555723476,-0.00016765861675655465,0.006978986820498644,0.04942840634634668,0.04035800626908226,0.08361374281375344,-0.0018775175357687054,0.004608738924808429,0.0034647682160710005,0.027297915170019157,0.0022611033414058758,-0.014028164390403192,0.1185045059613341,-0.008930717848269876,0.009579682258810574,-0.0016772386214742373
5,0.001357535292819085,0.1452217832835698,0.00409687524554373,-0.006201901198346956,0.02223927581904035,-0.005669381883409288,-0.006400375073896971,0.04505387667951913,-0.005343499311542145,0.02331478659677323,-0.012312731980363985,0.007570361725671995,0.0014647852872066575,0.011856312952735874,0.0015093412435831224,0.01568241229002503,0.023254350684154993,0.07775265046919899,0.04521728749476173,0.00729992745936602,-0.07698708019037356,-0.0017859141031901003,0.014060762193467882,0.02303539290738745,0.022653338552891523,0.047961940253831416,0.013544659961685824,0.00021881573044933502
6,-0.0022230294472413074,-0.0074207232158873745,1.4332176625035255e-05,0.055167245682171934,-0.0037074490981997272,0.0007423587229060039,-0.00026715623921360964,0.006624773544369986,0.006464632991629997,0.01738578240990182,0.013181693709216355,-0.000705637237578062,0.004216468197175826,0.007064340671817007,0.029504417916367338,-0.01846926605107684,-0.002409396043682464,0.19238655411877395,0.0029945574501008387,0.011446598389139577,0.032753312268019634,-0.006019621516552922,-0.0014318999659512686,0.02947563960634429,0.055673358084141526,-0.0003914449406766338,-9.846413272550666e-05,0.002620902554742225
7,0.026242837138559627,0.16339415334650384,0.0016392528782402406,-0.003959900574665874,0.01100751723366222,0.001265186916365934,-0.0013835804672533525,-0.0020622750351712163,0.008820047780471744,-0.011444384110841714,-0.006498256405651341,-0.00273298577787318,-0.0015468423850691728,0.0005492826074475975,0.05100843641493055,0.022948100649077315,0.0012458622227226625,0.01117470255300003,0.011480821046792685,0.03219266138771028,0.01182547748317207,-0.006257820860179448,0.0032900448503165396,0.008379764483806272,0.004412409902989177,0.006408848525007109,-0.002456515228154559,0.005753133488797592
8,0.00072951335103119,0.001826838058530144,0.004444480399062352,0.006473519336218123,-0.008898154072377873,0.005970121800214393,0.002757935688413421,0.0048717849556056915,0.0007616203863501967,-0.0019067640048790718,-0.0038408383555795945,0.002242844680259968,0.018942964488062364,0.00450373974796456,-0.0024440937115314814,-0.0011643130203773213,-0.0019600382253127965,-0.008286218533570741,-0.004999760010233328,-0.002197192546508323,-0.002454832139143083,0.03350587457532627,0.032434337440578415,0.0003086848120237091,-0.01859041009369481,1.1148396342193487,0.034704449533045974,-0.0002692873907271955
9,0.03033916429541577,0.0003813601088249816,-0.020795449443247127,0.01580145167208266,-0.012519456417624522,0.009709369177105784,0.007944954766167535,0.022847493489583332,0.03460322486029731,-0.0024195338574405836,-0.002351841250598659,0.03310911317438001,0.0006254788102774762,0.007069021349209022,0.012749083654177143,0.002332446218907148,0.008612614481841923,0.010784836107743655,0.009422769948440494,0.03285935646729451,-0.007824203520442333,0.003309516614424316,-0.016829669703925708,0.08632195132902298,0.013557821398037146,0.01939292703095067,0.0052511317519849275,0.020300159965895143
10,0.03034419209564326,0.0031812547267168435,0.3209384611283226,0.0032713294485976416,-0.0012853282621537203,0.012657881696562201,0.011465145710327616,0.0190993414984809,0.003772180199166369,0.0006911763742965766,0.00038718674831463994,0.019397867136988146,-0.0010652514709823442,0.012382236705429246,0.007892214018723061,0.02624675049178902,0.004063478374846597,0.0005268621262005803,0.0026107236343325315,0.0007400768470033379,-0.004498788680153335,0.01184360825695754,0.005300488965264684,0.01619430063328067,0.01623671813029439,0.005737688349581315,0.00037830908179740117,0.0011362645817899147
11,0.02119798039111141,0.00015286284844994084,0.009059686770384339,0.0031285779229525863,0.004190379175646552,0.02768581580384938,0.002258845216013008,0.020388139162027058,0.020340565063944265,-0.03545008399934148,-0.0076699896333774845,-0.034123709375374164,0.02138583596182052,0.010715996168582376,0.023632385721608598,0.002381657275203544,0.01600126653795498,0.004642296568187261,0.0010022788212217123,0.0021095714349856323,0.01174225204292385,0.004997870931223433,0.014128900579109045,0.05038278221627305,0.10681479735392721,0.006185149781091915,0.06518287220220456,0.007425015913572347
12,0.004701616206845105,0.11345897689176246,0.00458200041818436,0.0024762573826815504,0.029890038501257182,0.007595047640161039,0.1125724763249072,0.007711538409821377,0.018789013683567557,0.015652901368122904,0.0074900046162221625,0.004101340341385297,0.029925350028436302,0.015581043287255299,0.014590204903905876,0.020334523299644733,0.03306328199832376,0.03187841656564296,0.0014251182819234902,0.017045653186081925,0.04995720231213332,-0.00874649005374689,0.12638168042646972,0.007480182866940555,0.1944975286607998,0.021631993553190853,-0.011871487701532941,0.12808940785141285
13,0.018100104569475313,0.00864283243815104,0.008747363912648168,0.01800269642095456,0.010476722571128173,0.0059438975834755145,-0.001874923706054687,-0.00012284129058720976,0.0002775027834135946,-0.00010288903539664582,-0.010512445164822984,-0.024056270204741378,0.004313642494523208,-0.0024092224822647302,0.04043893339076718,0.01473680401213781,0.022178032389089067,0.019799594221443964,0.04609452170887213,0.005230914587262028,0.06051939748712883,0.034281390836869166,0.01891016320707241,0.02099509988251317,0.01781425622231202,0.038276760057471264,0.033987286447108474,0.01854140913806199
14,-0.001397897457254348,0.10123660372591567,0.046387705309637664,0.15374405082614942,-0.0005047768925341655,-6.594648763137723e-06,-0.00951063678639145,-0.0007533040539971846,-0.021902757586190535,0.008990159893401281,0.02182030221054837,0.028042409611844468,0.13639837389248086,0.0882454649241948,0.022117556283300407,0.0640440023721863,-0.010609674271039123,0.006828199401212377,0.07013171842728538,0.002388950508673071,0.008956748407005806,0.0028312215403121974,0.054050489403735635,0.07629955774066093,0.005489095417475793,0.003530348854503408,0.017861368098934953,0.02509382401389637
15,-0.0003206958259202505,-0.01047424886418485,-0.00031783023556529986,0.004689417579621647,0.008098514600731861,0.00013739156083585882,0.012276251197318008,-0.12455948285216116,0.0009331922421510168,-0.0011009857115617647,-0.010001080246263994,-0.0012823206254805595,-0.0035830494087774637,-0.01714535782620368,-0.010395152358716474,-0.1409795183788314,0.00831569657015161,-0.006410474521446959,0.023280615094064296,-0.00900367941436183,0.07118348965699646,-0.0003110969660382627,-0.06323895509215607,0.011920344327144696,0.054467913748204026,0.07630400091295499,0.0015015994908709211,0.006116030316699967
16,0.00908923057760772,0.05282639543672174,0.10960667343431962,0.038481818305121526,0.052342893520077524,0.06485879832300646,0.010985918885446599,0.0882071717945552,0.0014810890987001612,-0.10793459369761733,0.006946841418971504,-0.012836638995057322,0.0140677850365182,0.0007148245742037836,0.01354334180839217,0.0013202387711097445,-0.0021666402560997747,0.005497815508495345,0.005005034450370232,0.03958772973539272,0.04470273452700326,0.005476794480363985,8.944099433577174e-05,0.006871915868415688,-0.001721612338362069,0.0032227285977067623,-0.0008175528369187399,0.012298233207614943
